PERFORMANCE: {"timestamp":"2026-02-14 16:38:20","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.02683711051940918,"memory_usage":"808.75 KB","peak_memory":"2 MB","included_files":32,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:35:12","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.020754098892211914,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:41:33","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.12885808944702148,"memory_usage":"1.15 MB","peak_memory":"8 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:42:33","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.1322188377380371,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:44:08","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.13473892211914062,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:44:32","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.12301516532897949,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:46:29","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.13773417472839355,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:48:42","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.1588740348815918,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:50:07","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.12645697593688965,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:50:28","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.022289037704467773,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:52:44","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.1623990535736084,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:18","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.10967493057250977,"memory_usage":"988.13 KB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:44","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.027560949325561523,"memory_usage":"988.2 KB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:51","url":"\/as\/student\/SAPNA-KUMARI\/settings","load_time":0.022452116012573242,"memory_usage":"1010.35 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:53","url":"\/as\/student\/SAPNA-KUMARI\/settings?q=account","load_time":0.02204418182373047,"memory_usage":"1001.81 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:55","url":"\/as\/student\/SAPNA-KUMARI\/settings?q=document","load_time":0.01918196678161621,"memory_usage":"1005.81 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:55","url":"\/as\/student\/SAPNA-KUMARI\/settings?q=notification","load_time":0.018743038177490234,"memory_usage":"997.81 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:56","url":"\/as\/student\/SAPNA-KUMARI\/settings?q=privacy","load_time":0.01946401596069336,"memory_usage":"997.81 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:53:57","url":"\/as\/student\/SAPNA-KUMARI\/settings?q=billing","load_time":0.019807100296020508,"memory_usage":"997.81 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:00","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.019199848175048828,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:04","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.019429922103881836,"memory_usage":"988.13 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:06","url":"\/as\/student\/SAPNA-KUMARI\/profile","load_time":0.019266128540039062,"memory_usage":"988.13 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:11","url":"\/as\/student\/SAPNA-KUMARI\/feedback","load_time":0.018010854721069336,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:13","url":"\/as\/student\/SAPNA-KUMARI\/mycourse","load_time":0.03102707862854004,"memory_usage":"1.22 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:14","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.01794600486755371,"memory_usage":"1 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:14","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.016750812530517578,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:16","url":"\/as\/student\/SAPNA-KUMARI\/mycourse","load_time":0.018516063690185547,"memory_usage":"1.22 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:17","url":"\/as\/student\/SAPNA-KUMARI\/mycourse","load_time":0.03746199607849121,"memory_usage":"1.22 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:21","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.01989912986755371,"memory_usage":"1 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:22","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.020977020263671875,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:24","url":"\/as\/student\/SAPNA-KUMARI\/performance","load_time":0.02135300636291504,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:26","url":"\/as\/student\/SAPNA-KUMARI\/assignments","load_time":0.017158985137939453,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:30","url":"\/as\/student\/SAPNA-KUMARI\/performance","load_time":0.02013683319091797,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:54:33","url":"\/as\/student\/SAPNA-KUMARI\/feedback","load_time":0.023736953735351562,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:56:09","url":"\/as\/student\/SAPNA-KUMARI\/mycourse","load_time":0.022758007049560547,"memory_usage":"1.22 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:56:09","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.02234506607055664,"memory_usage":"1 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:56:10","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.01908588409423828,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:56:48","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.021292924880981445,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:58:24","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.10413408279418945,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:58:25","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.016460895538330078,"memory_usage":"820.09 KB","peak_memory":"4 MB","included_files":33,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:27","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.09452414512634277,"memory_usage":"855.33 KB","peak_memory":"4 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:31","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.018388986587524414,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:32","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.016201019287109375,"memory_usage":"855.24 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:32","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.017263174057006836,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:32","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.016741037368774414,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:33","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.013935089111328125,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:36","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.015373945236206055,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:36","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.014984130859375,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 17:59:36","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.017941951751708984,"memory_usage":"855.25 KB","peak_memory":"2 MB","included_files":35,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:00:34","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.06618809700012207,"memory_usage":"967.06 KB","peak_memory":"8 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:02:07","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.11101198196411133,"memory_usage":"971.06 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:04:19","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.1354048252105713,"memory_usage":"963.04 KB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:04:35","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.09319305419921875,"memory_usage":"963.12 KB","peak_memory":"2 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:04:40","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.02484893798828125,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:04:51","url":"\/as\/student\/SAPNA-KUMARI","load_time":0.07638382911682129,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:04:52","url":"\/as\/student\/SAPNA-KUMARI\/event","load_time":0.020910024642944336,"memory_usage":"971.06 KB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:07","url":"\/as\/student\/SAPNA-KUMARI\/mycourse","load_time":0.028523921966552734,"memory_usage":"1.22 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:08","url":"\/as\/student\/SAPNA-KUMARI\/courses","load_time":0.01727604866027832,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:09","url":"\/as\/student\/SAPNA-KUMARI\/assignments","load_time":0.017740964889526367,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:10","url":"\/as\/student\/SAPNA-KUMARI\/assignments","load_time":0.019163131713867188,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:12","url":"\/as\/student\/SAPNA-KUMARI\/courses","load_time":0.018745899200439453,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:13","url":"\/as\/student\/SAPNA-KUMARI\/assignments","load_time":0.01766490936279297,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:16","url":"\/as\/student\/SAPNA-KUMARI\/schedule","load_time":0.022708892822265625,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:19","url":"\/as\/student\/SAPNA-KUMARI\/certificates","load_time":0.01957392692565918,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-14 18:05:21","url":"\/as\/student\/SAPNA-KUMARI\/assignments","load_time":0.04804205894470215,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
